Scaffold	Start	End	Mid	Sites	D.Asia_SW.Sichuan_SW.NE	outlier.D.Asia_SW.Sichuan_SW.NE	D.Asia_SW.Sichuan_Sichuan.NE	outlier.D.Asia_SW.Sichuan_Sichuan.NE	D.Asia_SW.N_N.NE	outlier.D.Asia_SW.N_N.NE	D.Asia_SW.N_N.Sichuan	outlier.D.Asia_SW.N_N.Sichuan	D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	outlier.D.Noram_NoramE.CircNoramE_CircNoramE.Noram2	D.AsiaSW.NoramE_AsiaNE.NoramE	outlier.D.AsiaSW.NoramE_AsiaNE.NoramE	D.AsiaSW.NoramE_AsiaN.NoramE	outlier.D.AsiaSW.NoramE_AsiaN.NoramE	D.AsiaSichuan.NoramE_AsiaNE.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaNE.NoramE	D.AsiaSichuan.NoramE_AsiaN.NoramE	outlier.D.AsiaSichuan.NoramE_AsiaN.NoramE	D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaNE.CircNoramE	D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	outlier.D.AsiaSW.CircNoramE_AsiaSichuan.CircNoramE	D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaNE.CircNoramW	D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	outlier.D.AsiaSW.CircNoramW_AsiaSichuan.CircNoramW	D.AsiaSW.EuroN_AsiaNE.EuroN	outlier.D.AsiaSW.EuroN_AsiaNE.EuroN	D.AsiaSW.EuroN_AsiaSichuan.EuroN	outlier.D.AsiaSW.EuroN_AsiaSichuan.EuroN	D.AsiaSC.Noram_AsiaSC.CircNoram	outlier.D.AsiaSC.Noram_AsiaSC.CircNoram	D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.D.AsiaSW.Noram_AsiaSW.CircNoram	outlier.fst_Noram.CircnoramE
Scaffold04	1415001	1425000	15911761	10	NA	NA	NA	NA	0.1592	background	0.4478	outlier	-0.0255	background	0.0375	background	0.0754	background	-0.0972	background	-0.0593	background	0.0668	outlier	0.0983	background	NA	NA	NA	NA	0.0278	background	0.0664	background	0.0488	background	0.0852	background	background
Scaffold04	1420001	1430000	15921672	210	-0.0902	background	0.0852	background	0.0872	background	0.1291	background	0.0973	background	0.0113	background	0.1213	background	-0.1519	background	-0.0419	background	0.0237	background	0.0786	background	0.1529	outlier	0.1984	background	0.0275	background	0.0711	background	0.1107	background	0.1953	background	background
Scaffold04	1460001	1470000	15956925	856	0.1373	background	0.0539	background	0.0921	background	0.2681	outlier	0.2034	background	-0.0234	background	0.1707	background	-0.1907	background	0.0034	background	-0.0245	background	0.1948	background	0.0421	background	0.34	outlier	-0.0271	background	0.1197	background	0.0372	background	0.00970000000000001	background	background
Scaffold04	1465001	1475000	15961593	605	0.3101	outlier	0.1093	background	0.1654	background	0.4416	outlier	0.2607	background	-0.0154	background	0.1849	background	-0.225	background	-0.0247	background	0.012	background	0.4299	outlier	0.0885	background	0.4886	outlier	-0.0295	background	0.2023	background	-0.0589	background	-0.2792	background	background
Scaffold04	1470001	1480000	15967558	557	0.2712	background	0.0783	background	0.1198	background	0.3915	outlier	0.3493	background	-0.0324	background	0.1944	background	-0.2551	background	-0.0283	background	-0.00429999999999997	background	0.4059	outlier	0.0715	background	0.4494	outlier	-0.0333	background	0.2117	background	-0.04	background	-0.2232	background	background
Scaffold04	1475001	1485000	15972757	802	0.2899	background	0.0919	background	0.1163	background	0.484	outlier	0.3409	background	-0.0232	background	0.2397	outlier	-0.281	background	-0.0181	background	-0.00929999999999997	background	0.4615	outlier	0.0646	background	0.5459	outlier	-0.0388	background	0.2541	background	0.002	background	-0.2017	background	background
Scaffold04	1480001	1490000	15976909	1182	0.1976	background	0.0518	background	0.0696	background	0.3034	outlier	0.3037	background	-0.0313	background	0.1828	background	-0.2329	background	-0.0188	background	-0.0303	background	0.2618	background	0.034	background	0.381	outlier	-0.0399	background	0.1618	background	0.0863	background	0.0261	background	background
Scaffold04	1490001	1500000	15990263	10	0.0302	background	0.1102	background	0.1341	background	NA	NA	NA	NA	0.143	outlier	0.1629	background	0.0237	outlier	0.0436	background	0.1316	outlier	0.1137	background	0.2451	outlier	0.1674	background	0.4442	outlier	NA	NA	0.004	background	0.0096	background	background
Scaffold04	1495001	1505000	15990263	10	0.0302	background	0.1102	background	0.1341	background	NA	NA	NA	NA	0.143	outlier	0.1629	background	0.0237	outlier	0.0436	background	0.1316	outlier	0.1137	background	0.2451	outlier	0.1674	background	0.4442	outlier	NA	NA	0.004	background	0.0096	background	background
Scaffold04	1640001	1650000	16133267	59	0.5076	outlier	0.1976	background	0.1014	background	0.0275	background	0.2558	background	0.002	background	0.1335	background	-0.0709	background	0.0606	background	-0.0055	background	0.1539	background	0.1426	outlier	0.1054	background	-0.0053	background	0.0723	background	-0.0691	background	-0.1501	background	background
Scaffold04	1645001	1655000	16145009	81	0.1731	background	0.0911	background	0.1493	background	0.3785	outlier	0.2125	background	-0.00229999999999997	background	0.169	background	-0.1563	background	0.015	background	0.0179	background	0.2098	background	0.0889	background	0.4098	outlier	-0.0107	background	0.1294	background	0.0945	background	0.0387	background	background
Scaffold04	1650001	1660000	16149695	355	0.5244	outlier	0.1864	background	0.1827	outlier	0.3878	outlier	0.3028	background	-0.0211	background	0.1853	background	-0.1845	background	0.0219	background	-0.0101	background	0.3249	outlier	0.067	background	0.4413	outlier	-0.0239	background	0.145	background	0.1515	background	-0.01	background	background
Scaffold04	1655001	1665000	16153554	793	0.3075	background	0.1511	background	0.1506	background	0.4541	outlier	0.3297	background	-0.0180999999999999	background	0.2683	outlier	-0.2886	background	-0.00219999999999998	background	-0.00729999999999997	background	0.395	outlier	0.053	background	0.4479	outlier	-0.0209	background	0.2051	background	0.134	background	0.00950000000000001	background	background
Scaffold04	1660001	1670000	16155785	681	0.1771	background	0.1162	background	0.1228	background	0.4718	outlier	0.2885	background	-0.0208	background	0.3004	outlier	-0.3243	background	-0.00310000000000001	background	-0.00789999999999996	background	0.4208	outlier	0.0438000000000001	background	0.4772	outlier	-0.0211	background	0.2592	background	0.0785	background	-0.0388	background	background
Scaffold04	1665001	1675000	16160075	239	0.129	background	0.097	background	0.0941	background	0.3523	outlier	0.1219	background	-0.0355	background	0.268	outlier	-0.3137	background	-0.0102	background	-0.0443	background	0.2641	background	0.0425	background	0.5026	outlier	-0.0431	background	0.1744	background	0.0055	background	0.0196	background	background
Scaffold04	1670001	1680000	16164960	99	0.3035	background	0.1577	background	0.1261	background	0.3461	outlier	0.0923	background	-0.0227	background	0.281	outlier	-0.3119	background	-0.00820000000000001	background	-0.0342	background	0.2829	background	0.0594	background	0.4701	outlier	-0.0335	background	0.231	background	-0.0142	background	-0.00790000000000002	background	background
Scaffold04	1680001	1690000	16173989	579	0.0967	background	0.041	background	0.0443	background	0.2239	background	0.0419	background	-0.0474	background	0.2148	background	-0.2491	background	0.0131	background	-0.0593	background	0.1723	background	0.000700000000000034	background	0.344	outlier	-0.0566	background	0.1723	background	0.0573	background	0.0867	background	background
Scaffold04	1740001	1750000	16237583	704	0.0489	background	0.1241	background	0.1437	background	0.0401	background	0.3243	background	-0.0124	background	0.07	background	-0.0952	background	-0.0128	background	0.0116	background	0.0568	background	0.1168	outlier	0.0941	background	0.00899999999999998	background	0.0782	background	0.3827	background	0.4087	background	background
Scaffold04	1840001	1850000	16334834	206	-0.0209	background	0.018	background	0.0661	background	0.0281	background	NA	NA	0.0631	outlier	0.1149	background	0.00280000000000001	outlier	0.0546	background	0.0314	background	0.0417	background	0.0783	background	0.0705	background	0.025	background	0.0315	background	0.1148	background	0.1334	background	background
Scaffold04	1850001	1860000	16352167	56	-0.1124	background	-0.0025	background	0.2494	outlier	0.1736	background	NA	NA	-0.0142	background	0.0195	background	-0.0752	background	-0.0415	background	0.0615	outlier	0.052	background	0.2287	outlier	0.1897	background	0.0722	outlier	0.0633	background	0.0407	background	0.0497	background	background
Scaffold04	1855001	1865000	16354190	351	-0.0277	background	0.0368	background	0.1193	background	0.0572	background	NA	NA	0.00850000000000001	background	0.00960000000000001	background	-0.0386	background	-0.0375	background	0.0358	background	0.0264	background	0.0564	background	0.0188	background	0.037	outlier	0.0189	background	0.0603	background	0.081	background	background
Scaffold04	2065001	2075000	16564574	125	-0.103	background	-0.4205	background	-0.3632	background	0.3117	outlier	0.304	background	-0.1007	background	0.0388	background	-0.1579	background	-0.0184	background	-0.245	background	0.1333	background	-0.3211	background	0.0473	background	-0.2046	background	0.1269	background	-0.0813	background	-0.1574	background	background
Scaffold04	2070001	2080000	16568787	552	-0.044	background	-0.3422	background	-0.3	background	0.2811	outlier	0.2179	background	-0.0568	background	-0.0224	background	-0.0578	background	-0.0234	background	-0.2185	background	-0.0655	background	-0.2936	background	-0.1447	background	-0.1047	background	0.00559999999999999	background	-0.0825	background	-0.016	background	background
Scaffold04	2090001	2100000	16585006	97	0.2804	background	0.2486	background	1.0995	outlier	-0.1156	background	0.2904	background	0.441	outlier	-0.0355	background	0.3772	outlier	-0.0993	background	0.6411	outlier	0.0488	background	0.844	outlier	0.1478	background	0.1604	outlier	0.0278	background	0.0122	background	0.0272	background	background
Scaffold04	2135001	2145000	16630110	648	-0.0902	background	-0.03	background	0.0076	background	0.0166	background	0.5242	background	-0.0407999999999999	background	0.0874	background	-0.1463	background	-0.0181	background	-0.0367	background	0.0642	background	-0.0555	background	0.074	background	-0.0443	background	0.0602	background	0.491	outlier	0.5323	outlier	background
Scaffold04	2140001	2150000	16632938	13	-0.4495	background	-0.5188	background	0.0501	background	-0.1445	background	NA	NA	-0.2727	background	-0.1088	background	-0.1488	background	0.0151	background	-0.3296	background	0.0369	background	-0.2278	background	0.0581	background	-0.4307	background	0.022	background	0.5679	outlier	0.4071	outlier	background
Scaffold04	2165001	2175000	16664769	67	-0.0986	background	0.0231	background	0.2041	outlier	0.0611	background	0.5472	background	-0.1264	background	0.0266	background	-0.2214	background	-0.0684	background	-0.1215	background	0.0118	background	-0.1141	background	0.0164	background	-0.0125	background	0.0118	background	0.2538	background	0.337	background	background
Scaffold04	2190001	2200000	16686624	1084	0.00260000000000001	background	0.0395	background	0.088	background	0.0652	background	0.5731	background	-0.0166999999999999	background	0.0376000000000001	background	-0.1227	background	-0.0684	background	0.00409999999999999	background	0.0953	background	0.0236	background	0.1056	background	-0.00509999999999999	background	0.156	background	0.486	outlier	0.4967	outlier	background
Scaffold04	2205001	2215000	16702438	648	0.1172	background	0.1153	background	0.1543	background	0.0345	background	0.4203	background	0.0448	outlier	0.1177	background	-0.0416	background	0.0313	background	0.0599	outlier	0.1108	background	-0.0196	background	-0.0398	background	0.0086	background	0.0309	background	0.2931	background	0.2687	background	background
Scaffold04	2265001	2275000	16761507	1282	0.0687	background	-0.1277	background	-0.0865	background	0.0227	background	0.5901	background	-0.0775	background	0.0348000000000001	background	-0.1508	background	-0.0385	background	-0.1651	background	0.1896	background	-0.1605	background	0.2245	background	-0.1573	background	0.1488	background	0.5206	outlier	0.4043	outlier	background
Scaffold04	2270001	2280000	16766306	782	0.0063	background	-0.1414	background	-0.1184	background	0.0951	background	0.5695	background	-0.0682	background	0.0481	background	-0.1326	background	-0.0163	background	-0.1444	background	0.1217	background	-0.1567	background	0.1528	background	-0.1339	background	0.1169	background	0.485	outlier	0.4277	outlier	background
Scaffold04	2290001	2300000	16787703	1360	0.2766	background	0.0183	background	0.0126	background	0.2806	outlier	0.2717	background	-0.0530999999999999	background	0.1736	background	-0.2306	background	-0.00390000000000001	background	-0.075	background	0.1844	background	-0.0314	background	0.3537	outlier	-0.0774	background	0.3208	outlier	0.2121	background	0.2052	background	background
Scaffold04	2300001	2310000	16797112	1607	-0.0649	background	-0.0392	background	0.0598	background	0.0336	background	0.66	outlier	-0.0928	background	0.0317000000000001	background	-0.1743	background	-0.0498	background	-0.1175	background	0.0793	background	-0.0966	background	0.0884	background	-0.0726	background	0.0925	background	0.3661	background	0.3683	background	background
Scaffold04	2350001	2360000	16847175	1558	0.2643	background	-0.1363	background	-0.1441	background	0.3274	outlier	0.487	background	-0.131	background	0.0982	background	-0.2742	background	-0.045	background	-0.1508	background	0.2508	background	-0.1519	background	0.3682	outlier	-0.1606	background	0.2814	outlier	0.3668	background	0.2592	background	background
Scaffold04	2355001	2365000	16851846	1421	0.2561	background	-0.0892	background	-0.0975	background	0.2418	background	0.5663	background	-0.1058	background	0.0730999999999999	background	-0.2338	background	-0.0549000000000001	background	-0.1312	background	0.2832	background	-0.1121	background	0.2823	background	-0.1329	background	0.2771	outlier	0.3489	background	0.1937	background	background
Scaffold04	2375001	2385000	16872294	676	-0.0053	background	0.1368	background	0.2013	outlier	0.2585	outlier	0.514	background	0.1152	outlier	0.1947	background	-0.1528	background	-0.0733	background	0.0669	outlier	0.1749	background	0.2398	outlier	0.2803	background	0.0624	outlier	0.1186	background	0.2024	background	0.2955	background	background
Scaffold04	2380001	2390000	16875823	567	0.0344	background	0.1483	background	0.2218	outlier	0.2536	background	0.5154	background	0.1247	outlier	0.2053	background	-0.1579	background	-0.0773	background	0.021	background	0.0865	background	0.1877	outlier	0.2358	background	0.0399	outlier	0.1247	background	0.2279	background	0.424	background	background
Scaffold04	2385001	2395000	16880485	295	-0.00979999999999998	background	0.2862	background	0.4251	outlier	0.388	outlier	0.4073	background	0.128	outlier	0.0903	background	-0.0466	background	-0.0843	background	0.1247	outlier	0.18	background	0.3732	outlier	0.3575	outlier	0.1205	outlier	0.2452	background	0.2332	background	0.2278	background	background
Scaffold04	2405001	2415000	16902009	718	-0.0405	background	0.0767	background	0.1115	background	0.1206	background	0.4188	background	0.0086	background	0.1357	background	-0.1575	background	-0.0304	background	0.0724	outlier	0.1609	background	0.0644	background	0.1379	background	0.0101	background	0.1049	background	0.2093	background	0.2145	background	background
Scaffold04	2455001	2465000	16955717	745	0.0977	background	0.0291	background	0.00789999999999999	background	0.0535	background	0.5644	background	-0.0453	background	0.2592	outlier	-0.1763	background	0.1282	outlier	-0.0663	background	0.1629	background	-0.00609999999999999	background	0.0626	background	-0.0702	background	0.1276	background	0.1248	background	0.0929	background	background
Scaffold04	2460001	2470000	16957913	1600	0.0296	background	-0.0132	background	-0.0126	background	0.051	background	0.5375	background	-0.0685	background	0.2419	outlier	-0.1989	background	0.1115	outlier	-0.0873	background	0.1519	background	-0.0309	background	0.0647	background	-0.0793	background	0.114	background	0.1916	background	0.1701	background	background
